Line,Label
"Social media companies, facing pressure from lawmakers and users over their role in the rise of misinformation and partisan division, have promised to step up their enforcement practices. ",Neutral
"They have banned a number of pages and accounts in recent weeks for being involved in activity intended to disrupt the midterm elections, and almost all of the major platforms removed content from Alex Jones, the far-right conspiracy theorist, this month over what they called hateful and violent speech.",Neutral
"After the content from Mr. Jones and his website, Infowars, was removed, he issued a plea to Mr. Trump to block the companies' actions and  come out before the midterms and make the censorship the big issue. ",Neutral
"In the same video appeal, Mr. Jones urged Mr. Trump to  point out that the communist Chinese have penetrated and infiltrated  the American election system and are  way, way worse than the Russians. ",Neutral
"Minutes after his tweets on Saturday morning about social media, the president   who has long had an affinity for conspiracy theories   appeared to do just that.",Informational
" All of the fools that are so focused on looking only at Russia should start also looking in another direction, China,  Mr. Trump wrote. ",Lexical
" But in the end, if we are smart, tough and well prepared, we will get along with everyone!",Neutral
"Mr. Trump's tweets on Saturday, sent from his golf club in Bedminster, N.J., were not the first time he has accused social media companies of discriminating against Republicans. ",Informational
"Last month, he joined with prominent conservatives who have seized on the heightened enforcement of guidelines and the concept of shadow banning on Twitter   making social media posts invisible to everyone except the posters themselves   as proof of biased attacks on their views.",Lexical
"Twitter has said that it does not shadow ban users, although it has struggled to define what its policies against hate speech are. ",Informational
"In the case of Mr. Jones, it did not initially join the other major platforms in removing his content, and has since taken relatively minor steps against him.",Neutral
"Mr. Jones has had his posts and videos on his personal account and on Infowars severely restricted or removed by Apple, Facebook, Google and Spotify. ",Neutral
"Twitter, which initially said Mr. Jones and Infowars had not violated its policies, later suspended the two accounts for a week for violating rules against inciting violence.",Neutral
"In his tweets on Saturday, Mr. Trump urged social media companies to  let everybody participate, good & bad,  saying that while networks like CNN and MSNBC might be  fake news,  he does not  ask that their sick behavior be removed. ",Lexical
"Yet Mr. Trump has waged relentless attacks on news coverage that he does not like, and has long expressed hostility toward traditional press freedoms. ",Informational
"He has vowed to  open up  the nation's libel laws, even though those statutes are in fact state, not federal, laws.",Informational
,Neutral
"Three days after an Internet video surfaced showing North Carolina Rep. Bob Etheridge in a physical confrontation with a young man, the lawmaker said he is ""profoundly"" sorry for the tussle on a Washington street.",Neutral
"Etheridge, a Democrat, is seen in an amateur video grabbing the wrist and neck of an unidentified young man after the man approached the congressman and asked if he supported the ""Obama agenda.""",Neutral
"""No matter how partisan and no matter how difficult things get sometimes, that's no excuse for my response,"" he added, shortly after releasing a written statement in which he said he ""profoundly"" regrets the incident.",Neutral
"The video, posted to YouTube last Friday, shows the man, who appears to be in his early 20s and who identifies himself as a student, approaching Etheridge on the sidewalk.",Neutral
Etheridge is then seen trying to snatch a cell phone camera out of the student's hands. He then grabs the man's wrist and refuses to let go.,Informational
"""Who are you!"" the seven-term congressman demands.",Lexical
"""Tell me who you are ... I have a right to know who you are.""",Neutral
"Another man, not seen on camera, then tells Etheridge, ""We're just here for a project.""",Neutral
